5,"July 18, 2018"," I truly love this App, free to chat."
1,"July 20, 2018", Need better contact control
3,"July 24, 2018", I like it
3,"July 9, 2018"," Tryed video calling on it and calling on it and didnt work at all u cant 
see the person or hear them at all ..."
1,"July 23, 2018"," To many hackers if been hacked 3 times all from hangouts ,,also think all 
is perverts on here every request wants nude pics"
5,"July 12, 2018"," I dont know how this showed up i dont want it on my fone, i have terrible 
reception & it jams up without a signal"
4,"July 9, 2018", Very fast and simple messanger
5,"July 12, 2018", To new to review!
5,"July 11, 2018", It's amazing
5,"July 16, 2018", Great app
5,"July 21, 2018", Yeet
5,"July 15, 2018", Good
5,"July 24, 2018"," Hey creators of google hangouts ! Im sure you have seen my friends message 
and i thought for sure it is my time to leave a review, i am dank egg. As 
my friend adressed we are really missing out on cowboy and ape sticker 
emojis. We use the stickers quite frequently and we feel as if it is 
importa...Full ReviewHey creators of google hangouts ! Im sure you have seen my friends message 
and i thought for sure it is my time to leave a review, i am dank egg. As 
my friend adressed we are really missing out on cowboy and ape sticker 
emojis. We use the stickers quite frequently and we feel as if it is 
important to have apes and cowboys to be included in this wonderous app, 
love it but it would be so much better with the apes and cowboys, thanks 
you're epic"
5,"June 10, 2018"," Hangouts is amazing and pretty much superior to any similar system. Aside from the occasional bugs and so on (which might be my fault), I absolutely love it. Edit 2/16/18: recently Hangouts has been lagging and bugging out. I'm not sure why but I've taken the review down to 3 stars because of that. ...Full ReviewHangouts is amazing and pretty much superior to any similar system. Aside from the occasional bugs and so on (which might be my fault), I absolutely love it. Edit 2/16/18: recently Hangouts has been lagging and bugging out. I'm not sure why but I've taken the review down to 3 stars because of that. Some time later: sorry that was my phone's fault. It works like a dream. 5 stars. Simply great."
