5,"June 20, 2018"," Loved the original 5x5 square. This gives you the choice of long or short 
games and it saves your progress. There are adverts but they're a little 
strip at the bottom and aren't annoying."
5,"July 10, 2018"," No instructions when I first started the game but I got the hang of it and 
enjoy it"
5,"June 28, 2018", I love this game. I am addicted to this game I'm trying to be 10 x 10 grid.
5,"June 5, 2018"," Its a good app, you can continue playing it anytime anywhere you want"
5,"July 7, 2018"," Good game requiring quick action. 6 different options make us to choose 
suitable one gives flexibility."
5,"June 7, 2018", I love that there is different sizes
5,"June 11, 2018", Addictive and hard to put down.
1,"June 23, 2018", Can only play once per type of grid
5,"July 8, 2018"," Absolutely fantastic, just finished the 10x10 grid. Keep up the good work!"
5,"July 1, 2018", Awesome! Loves it xx xxxxxxxx
5,"June 12, 2018", Love the color schemes and that it saves
5,"June 16, 2018", Addictive but remember the smaller grids are actually harder
5,"July 9, 2018", Onoly 2.75mb!!!!!!!
5,"June 20, 2018", I luv it (100x100 DO THAT XD)
5,"June 13, 2018", Addictive cannot put down.
5,"June 25, 2018", Very good way to waist time
5,"July 18, 2018", Very simple. Very clean. Very addictive. Love this game.
5,"July 13, 2018", 2048 is a great game to play!!!
5,"June 7, 2018", Thanks
5,"June 23, 2018", A good game for maths
5,"July 3, 2018", Very fun and addicting game
5,"June 23, 2018", PERFECT past time!!😀😀
5,"July 11, 2018", Nice keep it up
5,"June 3, 2018", Love this game
5,"June 19, 2018", Gucci
5,"June 25, 2018", Hi
5,"June 9, 2018", 💞
5,"June 9, 2018", I love it
5,"June 29, 2018", Addictive game
5,"July 11, 2018", I love it
5,"June 15, 2018", 😏🤗
5,"June 17, 2018", good
5,"June 30, 2018", Love it
5,"May 30, 2018", Really awesome game got a high score of 500 thousand on 5x5
5,"June 1, 2018"," This game is great to pass the time, that's pretty much it."
5,"May 31, 2018"," I love this game!!!! I've been in the same round for about a month!!! My 
score is over 10 million!!! ❤❤❤"
5,"May 30, 2018", It's awesome brain teaser loved it 😄
5,"May 29, 2018", Good
2,"May 23, 2018"," Game ran smoothly at first... then after 5 minutes, started lagging a 
bit... I turned off all other apps, but 2048 extreme was still slow. Then 
it started jerking commands that I didn't do... going wrong directions and 
playing multiple turns instantly, so I couldn't go back to where I was. I 
lov...Full ReviewGame ran smoothly at first... then after 5 minutes, started lagging a 
bit... I turned off all other apps, but 2048 extreme was still slow. Then 
it started jerking commands that I didn't do... going wrong directions and 
playing multiple turns instantly, so I couldn't go back to where I was. I 
love the 10x10 concept, it's just a shame that the game won't play properly 
otherwise I wouldn't have deleted it. Ps, using a s5"
4,"May 27, 2018"," the game slows down in the new update after playing for like five minutes 
.... and it screwed up my game because at some points it just goes on any 
direction it wants😐😐"
5,"May 24, 2018", I want to add 524288 + 524288 Requesting you to update the game
5,"June 13, 2018"," Challenging but not stressful. Can start and stop and restart at anytime. 
Perfect for a quick break game."
3,"June 9, 2018", Does this game ever end? No strategy just a time waster.
5,"May 22, 2018", Nice
4,"May 17, 2018", Love this game because it helps your brain
4,"May 10, 2018", Change the colour
5,"April 19, 2018"," I think I play this game too much!!! Lol, I love it!"
5,"April 21, 2018"," Good game, it's fun and not to challenging"
5,"April 18, 2018", I like it so mush
5,"April 14, 2018", I like it
5,"April 27, 2018", Awesome!
5,"April 3, 2018", خوووب☆☆☆
5,"March 27, 2018", ok
5,"April 14, 2018", Very well done
5,"December 29, 2017"," I really like this game,is my first time of downloading, but I have managed to get 16384,the 10x10 and still playing ,easy to play, both children and adult can play whenever ,the developers have done a good job .I will tell all my friends to download this game"
1,"March 27, 2018"," I'm going to file this under ""games made far easier by expanding them"". This loses sight of the point of the original game."
5,"February 13, 2018"," Was working great, had 18000 something. Then the game just closed me out, not happy about that."
5,"January 27, 2018"," I guess this is what you do when you get really bored. I'm not trying to win,  with the 10x10 I'm trying to loose"
1,"January 8, 2018"," Win on large in about 5 minutes, said click to continue. Clicking did nothing, game locked up at that point, can't progress anywhere."
5,"December 16, 2017", It's so addicting and I played till I got 16384 my arm actually hurts😞
5,"December 16, 2017", Its fun when you just want to sit and relax. It's realy good
5,"February 16, 2018"," When you need something to distract you completely and Absorb you without it being taxing, this is it. Love it"
5,"January 25, 2018", I like the game but can you add more color to it or make your own one like GREEN THE BEST COLOR😎💚🎮
4,"February 1, 2018"," A great variation on an old favorite, simple graphics and unobtrusive advertising."
5,"March 30, 2018", It's good. I like it. The pop up notifications don't have a way to be shut off which isn't cool though.
5,"January 6, 2018", برنامه خیلی جالبی برای من بود.جمشید از قیدار  زنجان
1,"December 29, 2017", Asked for 5 stars.  So I gave it 1 because I could not give it 0
